timestamp_localtime,experiment,pioreactor_unit,timestamp,od_reading,angle,channel
2025-01-22 16:56:50,CNx018-2-Pio-Experiment,P06,2025-01-22T15:56:50.081164Z,0.0038327735069875893,90,2
2025-01-22 16:56:50,CNx018-2-Pio-Experiment,P07,2025-01-22T15:56:50.112385Z,0.010395128905874105,90,2
2025-01-22 16:56:50,CNx018-2-Pio-Experiment,P08,2025-01-22T15:56:50.142742Z,0.007034277594813298,90,2
2025-01-22 16:56:50,CNx018-2-Pio-Experiment,P10,2025-01-22T15:56:50.661903Z,0.007747286857259724,90,2
2025-01-22 16:57:20,CNx018-2-Pio-Experiment,P06,2025-01-22T15:57:20.378134Z,0.004334507930606381,90,2
2025-01-22 16:57:20,CNx018-2-Pio-Experiment,P07,2025-01-22T15:57:20.409514Z,0.009092048955405031,90,2
2025-01-22 16:57:20,CNx018-2-Pio-Experiment,P08,2025-01-22T15:57:20.440482Z,0.0072907316506161755,90,2
2025-01-22 16:57:20,CNx018-2-Pio-Experiment,P10,2025-01-22T15:57:20.958609Z,0.007458783837856321,90,2
2025-01-22 16:57:50,CNx018-2-Pio-Experiment,P06,2025-01-22T15:57:50.680258Z,0.004019263022248574,90,2
2025-01-22 16:57:50,CNx018-2-Pio-Experiment,P07,2025-01-22T15:57:50.713353Z,0.00999649027692936,90,2
2025-01-22 16:57:50,CNx018-2-Pio-Experiment,P08,2025-01-22T15:57:50.742905Z,0.007520902299870572,90,2
2025-01-22 16:57:51,CNx018-2-Pio-Experiment,P10,2025-01-22T15:57:51.261471Z,0.006553141679536304,90,2
2025-01-22 16:58:20,CNx018-2-Pio-Experiment,P06,2025-01-22T15:58:20.988639Z,0.004176643671903528,90,2
2025-01-22 16:58:21,CNx018-2-Pio-Experiment,P07,2025-01-22T15:58:21.016324Z,0.009610974545951423,90,2
2025-01-22 16:58:21,CNx018-2-Pio-Experiment,P08,2025-01-22T15:58:21.045662Z,0.007031142752220009,90,2
2025-01-22 16:58:21,CNx018-2-Pio-Experiment,P10,2025-01-22T15:58:21.564858Z,0.007348895066236148,90,2
2025-01-22 16:58:51,CNx018-2-Pio-Experiment,P06,2025-01-22T15:58:51.286328Z,0.004069123558556147,90,2
2025-01-22 16:58:51,CNx018-2-Pio-Experiment,P07,2025-01-22T15:58:51.320389Z,0.010415571498987069,90,2
2025-01-22 16:58:51,CNx018-2-Pio-Experiment,P08,2025-01-22T15:58:51.349187Z,0.006769432399198892,90,2
2025-01-22 16:58:51,CNx018-2-Pio-Experiment,P10,2025-01-22T15:58:51.868229Z,0.006374295018772994,90,2
2025-01-22 16:59:21,CNx018-2-Pio-Experiment,P06,2025-01-22T15:59:21.588921Z,0.00405018363673195,90,2
2025-01-22 16:59:21,CNx018-2-Pio-Experiment,P07,2025-01-22T15:59:21.622528Z,0.009289655753470185,90,2
2025-01-22 16:59:21,CNx018-2-Pio-Experiment,P08,2025-01-22T15:59:21.652010Z,0.00705575165024082,90,2
2025-01-22 16:59:22,CNx018-2-Pio-Experiment,P10,2025-01-22T15:59:22.171014Z,0.006211986654072077,90,2
2025-01-22 16:59:51,CNx018-2-Pio-Experiment,P06,2025-01-22T15:59:51.892014Z,0.00484224655827926,90,2
2025-01-22 16:59:51,CNx018-2-Pio-Experiment,P07,2025-01-22T15:59:51.925385Z,0.010399433814015313,90,2
2025-01-22 16:59:51,CNx018-2-Pio-Experiment,P08,2025-01-22T15:59:51.955813Z,0.006736014302896735,90,2
2025-01-22 16:59:52,CNx018-2-Pio-Experiment,P10,2025-01-22T15:59:52.473679Z,0.006002442588278547,90,2
2025-01-22 17:00:22,CNx018-2-Pio-Experiment,P06,2025-01-22T16:00:22.195532Z,0.003667112905308282,90,2
2025-01-22 17:00:22,CNx018-2-Pio-Experiment,P07,2025-01-22T16:00:22.228382Z,0.00959813266875087,90,2
2025-01-22 17:00:22,CNx018-2-Pio-Experiment,P08,2025-01-22T16:00:22.258680Z,0.007020406158760868,90,2
2025-01-22 17:00:22,CNx018-2-Pio-Experiment,P10,2025-01-22T16:00:22.777033Z,0.006530115742346875,90,2
2025-01-22 17:00:52,CNx018-2-Pio-Experiment,P06,2025-01-22T16:00:52.498601Z,0.004258111517902453,90,2
2025-01-22 17:00:52,CNx018-2-Pio-Experiment,P07,2025-01-22T16:00:52.531023Z,0.010591695788119682,90,2
